Configured with email username  None , password  False
_sa_instance_state, elasticsearch, id, intensity, negativity, position, recommended, timestamp, url, user_id
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f27e7f0>","94","5938","0","0","5","1","2021-09-23 12:15:42.602893","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26262/articles/1450174/41/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f27e8b0>","57","5939","0","0","0","1","2021-09-23 12:24:15.455811","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/4721452874e4cf13037018b731e1769e/web/OPS/cciobjects.json&hash=577d35c9b496dd7363d5#/pages/12-13","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f27e970>","58","5940","0","1","1","1","2021-09-23 12:24:15.798771","https://www.nrc.nl/nieuws/2021/09/22/cbs-huizenprijs-in-augustus-naar-nieuw-record-aantal-verkochte-woningen-gedaald-a4059199#20210922-79818-302","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f27ea30>","59","5941","0","1","2","1","2021-09-23 12:24:16.367814","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/20/3","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f27eaf0>","56","5942","0","0","3","1","2021-09-23 12:24:17.206639","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/7d5b43daa070316ae01d8e18ef3d87fc/web/OPS/cciobjects.json&hash=008157690cf0d026973b#/pages/12-13","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f27ebb0>","51","5943","1","0","4","1","2021-09-23 12:24:18.203261","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/23/1","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f27ec70>","34","5944","0","0","5","1","2021-09-23 12:24:18.734040","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1366/articles/1450171/13/3","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f27ed30>","62","5945","0","0","0","1","2021-09-23 12:39:19.818539","https://www.nrc.nl/nieuws/2021/09/22/kamagurka-a4059182#20210922-79818-102","12",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f27edf0>","98","5946","0","0","1","1","2021-09-23 12:39:20.978691","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26262/articles/1450174/3/1","12",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f27eeb0>","92","5947","0","0","2","1","2021-09-23 12:39:21.574501","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/4721452874e4cf13037018b731e1769e/web/OPS/cciobjects.json&hash=0e650824249547925a99#/pages/40-41","12",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f27ef70>","89","5948","1","1","3","1","2021-09-23 12:39:22.221578","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/42/1","12",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f205070>","52","5949","0","0","4","1","2021-09-23 12:39:23.181398","https://www.nrc.nl/nieuws/2021/09/22/fokke-sukke-a4059149#20210922-79818-120","12",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f205130>","65","5950","0","1","5","1","2021-09-23 12:39:24.083339","https://krant.trouw.nl/titles/trouw/8321/publications/1361/articles/1450165/7/2","12",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2051f0>","14","5951","0","0","0","1","2021-09-23 12:45:43.992541","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/4721452874e4cf13037018b731e1769e/web/OPS/cciobjects.json&hash=d4ee90e3ddd61d576fe3#/pages/32","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2052b0>","29","5952","1","0","1","1","2021-09-23 12:45:44.888499","https://krant.trouw.nl/titles/trouw/8321/publications/1361/articles/1450165/3/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f205370>","31","5953","0","1","2","1","2021-09-23 12:45:46.262222","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/22/6","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f205430>","30","5954","0","0","3","1","2021-09-23 12:45:46.947418","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/7d5b43daa070316ae01d8e18ef3d87fc/web/OPS/cciobjects.json&hash=197ab9134f152beb4463#/pages/24-25","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2054f0>","70","5955","0","0","4","1","2021-09-23 12:45:47.036913","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/20/2","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2055b0>","39","5956","0","0","5","1","2021-09-23 12:45:47.124888","https://krant.trouw.nl/titles/trouw/8321/publications/1362/articles/1450903/2/4","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f205670>","29","5957","1","0","0","1","2021-09-23 12:50:17.833745","https://krant.trouw.nl/titles/trouw/8321/publications/1361/articles/1450165/3/1","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f205730>","30","5958","0","0","1","1","2021-09-23 12:50:18.932069","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/7d5b43daa070316ae01d8e18ef3d87fc/web/OPS/cciobjects.json&hash=197ab9134f152beb4463#/pages/24-25","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2057f0>","61","5959","0","1","2","1","2021-09-23 12:50:19.578561","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/2/3","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2058b0>","73","5960","0","0","3","1","2021-09-23 12:50:20.013591","https://krant.trouw.nl/titles/trouw/8321/publications/1362/articles/1450903/12/2","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f205970>","51","5961","1","0","4","1","2021-09-23 12:50:21.215935","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/23/1","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f205a30>","6","5962","0","0","5","1","2021-09-23 12:50:22.950074","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/25/1","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f205af0>","61","5963","0","1","0","1","2021-09-23 12:54:20.717124","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/2/3","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f205bb0>","73","5964","0","0","1","1","2021-09-23 12:54:21.416403","https://krant.trouw.nl/titles/trouw/8321/publications/1362/articles/1450903/12/2","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f205c70>","51","5965","1","0","2","1","2021-09-23 12:54:21.870699","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/23/1","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f205d30>","1","5966","0","0","3","1","2021-09-23 12:54:22.029912","https://www.nrc.nl/nieuws/2021/09/21/online-handel-in-valse-vaccinatiebewijzen-a4059125#20210922-79818-112","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f205df0>","19","5967","0","0","4","1","2021-09-23 12:54:22.750620","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/4721452874e4cf13037018b731e1769e/web/OPS/cciobjects.json&hash=2084734eeee72390e397#/pages/46-47","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f205eb0>","59","5968","0","1","5","1","2021-09-23 12:54:24.069362","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/20/3","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f205f70>","98","5969","0","0","0","1","2021-09-23 13:03:49.188539","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26262/articles/1450174/3/1","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20b070>","30","5970","0","0","1","1","2021-09-23 13:03:50.061810","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/7d5b43daa070316ae01d8e18ef3d87fc/web/OPS/cciobjects.json&hash=197ab9134f152beb4463#/pages/24-25","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20b130>","89","5971","1","1","2","1","2021-09-23 13:03:50.094622","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/42/1","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20b1f0>","65","5972","0","1","3","1","2021-09-23 13:03:50.457725","https://krant.trouw.nl/titles/trouw/8321/publications/1361/articles/1450165/7/2","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20b2b0>","90","5973","0","0","4","1","2021-09-23 13:03:51.252588","https://krant.trouw.nl/titles/trouw/8321/publications/1362/articles/1450903/37/2","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20b370>","29","5974","1","0","5","1","2021-09-23 13:03:52.098170","https://krant.trouw.nl/titles/trouw/8321/publications/1361/articles/1450165/3/1","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20b430>","5","5975","0","0","0","1","2021-09-23 13:03:54.688497","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26262/articles/1450174/10/1","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20b4f0>","89","5976","1","1","1","1","2021-09-23 13:03:54.999608","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/42/1","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20b5b0>","10","5977","0","0","2","1","2021-09-23 13:03:56.032287","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/4721452874e4cf13037018b731e1769e/web/OPS/cciobjects.json&hash=796099b149e3ec7fa974#/pages/30-31","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20b670>","24","5978","0","0","3","1","2021-09-23 13:03:56.312485","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/599df0c40fa7571bfbdeb3652a503f06/web/OPS/cciobjects.json&hash=1fdaea85c8afa02a6ff3#/pages/42-43","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20b730>","92","5979","0","0","4","1","2021-09-23 13:03:56.858671","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/4721452874e4cf13037018b731e1769e/web/OPS/cciobjects.json&hash=0e650824249547925a99#/pages/40-41","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20b7f0>","51","5980","1","0","5","1","2021-09-23 13:03:57.225644","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/23/1","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20b8b0>","55","5981","0","0","0","1","2021-09-23 13:05:03.557101","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/37/1","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20b970>","51","5982","1","0","1","1","2021-09-23 13:05:05.753584","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/23/1","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20ba30>","6","5983","0","0","2","1","2021-09-23 13:05:06.796645","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/25/1","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20baf0>","2","5984","0","0","3","1","2021-09-23 13:05:07.489911","https://www.nrc.nl/nieuws/2021/09/21/provincie-gelderland-ook-bestolen-door-pels-rijcken-a4059121#20210922-79818-308","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20bbb0>","98","5985","0","0","4","1","2021-09-23 13:05:07.873866","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26262/articles/1450174/3/1","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20bc70>","65","5986","0","1","5","1","2021-09-23 13:05:08.459451","https://krant.trouw.nl/titles/trouw/8321/publications/1361/articles/1450165/7/2","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20bd30>","47","5987","0","1","0","1","2021-09-23 13:05:33.868623","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/45/2","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20bdf0>","52","5988","0","0","1","1","2021-09-23 13:05:35.345286","https://www.nrc.nl/nieuws/2021/09/22/fokke-sukke-a4059149#20210922-79818-120","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20beb0>","29","5989","1","0","2","1","2021-09-23 13:05:36.406536","https://krant.trouw.nl/titles/trouw/8321/publications/1361/articles/1450165/3/1","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f20bf70>","21","5990","0","0","3","1","2021-09-23 13:05:37.449661","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1366/articles/1450171/45/2","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f211070>","30","5991","0","0","4","1","2021-09-23 13:05:37.941627","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/7d5b43daa070316ae01d8e18ef3d87fc/web/OPS/cciobjects.json&hash=197ab9134f152beb4463#/pages/24-25","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f211130>","62","5992","0","0","5","1","2021-09-23 13:05:38.152793","https://www.nrc.nl/nieuws/2021/09/22/kamagurka-a4059182#20210922-79818-102","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2111f0>","77","5993","0","0","0","1","2021-09-23 13:05:54.029023","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1366/articles/1450171/22/4","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2112b0>","29","5994","1","0","1","1","2021-09-23 13:05:54.514889","https://krant.trouw.nl/titles/trouw/8321/publications/1361/articles/1450165/3/1","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f211370>","78","5995","0","0","2","1","2021-09-23 13:05:55.246071","https://krant.trouw.nl/titles/trouw/8321/publications/1361/articles/1450165/18/2","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f211430>","17","5996","0","0","3","1","2021-09-23 13:05:55.464449","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/599df0c40fa7571bfbdeb3652a503f06/web/OPS/cciobjects.json&hash=8fef4ef76bf7bfa1df2c#/pages/62-63","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2114f0>","30","5997","0","0","4","1","2021-09-23 13:05:55.836357","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/7d5b43daa070316ae01d8e18ef3d87fc/web/OPS/cciobjects.json&hash=197ab9134f152beb4463#/pages/24-25","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2115b0>","43","5998","0","1","5","1","2021-09-23 13:05:55.860583","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/7d5b43daa070316ae01d8e18ef3d87fc/web/OPS/cciobjects.json&hash=4a3cf285c319b362e0d7#/pages/44","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f211670>","91","5999","0","1","0","1","2021-09-23 13:06:08.061869","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/8/1","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f211730>","72","6000","0","0","1","1","2021-09-23 13:06:08.306795","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1366/articles/1450171/22/5","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2117f0>","29","6001","1","0","2","1","2021-09-23 13:06:08.920338","https://krant.trouw.nl/titles/trouw/8321/publications/1361/articles/1450165/3/1","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2118b0>","82","6002","0","0","3","1","2021-09-23 13:06:10.301434","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26279/articles/1450904/13/2","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f211970>","80","6003","0","0","4","1","2021-09-23 13:06:10.654301","https://krant.trouw.nl/titles/trouw/8321/publications/1361/articles/1450165/19/3","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f211a30>","30","6004","0","0","5","1","2021-09-23 13:06:11.131753","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/7d5b43daa070316ae01d8e18ef3d87fc/web/OPS/cciobjects.json&hash=197ab9134f152beb4463#/pages/24-25","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f211af0>","6","6005","0","0","0","1","2021-09-23 13:07:54.354430","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/25/1","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f211bb0>","21","6006","0","0","1","1","2021-09-23 13:07:55.025014","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1366/articles/1450171/45/2","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f211c70>","62","6007","0","0","2","1","2021-09-23 13:07:55.690226","https://www.nrc.nl/nieuws/2021/09/22/kamagurka-a4059182#20210922-79818-102","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f211d30>","51","6008","1","0","3","1","2021-09-23 13:07:55.851520","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/23/1","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f211df0>","52","6009","0","0","4","1","2021-09-23 13:07:56.129228","https://www.nrc.nl/nieuws/2021/09/22/fokke-sukke-a4059149#20210922-79818-120","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f211eb0>","47","6010","0","1","5","1","2021-09-23 13:07:56.149009","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/45/2","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f211f70>","51","6011","1","0","0","1","2021-09-23 13:14:00.531665","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/23/1","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f217070>","27","6012","0","2","1","1","2021-09-23 13:14:00.790775","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/9/2","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f217130>","90","6013","0","0","2","1","2021-09-23 13:14:01.168198","https://krant.trouw.nl/titles/trouw/8321/publications/1362/articles/1450903/37/2","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2171f0>","68","6014","0","0","3","1","2021-09-23 13:14:01.420934","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/7d5b43daa070316ae01d8e18ef3d87fc/web/OPS/cciobjects.json&hash=5b4fc6d03c8aa6a38190#/pages/4","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2172b0>","89","6015","1","1","4","1","2021-09-23 13:14:01.754450","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/42/1","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f217370>","6","6016","0","0","5","1","2021-09-23 13:14:02.092163","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/25/1","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f217430>","2","6017","0","0","0","1","2021-09-23 13:15:48.565465","https://www.nrc.nl/nieuws/2021/09/21/provincie-gelderland-ook-bestolen-door-pels-rijcken-a4059121#20210922-79818-308","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2174f0>","55","6018","0","0","1","1","2021-09-23 13:15:48.870154","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/37/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2175b0>","29","6019","1","0","2","1","2021-09-23 13:15:49.242922","https://krant.trouw.nl/titles/trouw/8321/publications/1361/articles/1450165/3/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f217670>","30","6020","0","0","3","1","2021-09-23 13:15:49.722714","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/7d5b43daa070316ae01d8e18ef3d87fc/web/OPS/cciobjects.json&hash=197ab9134f152beb4463#/pages/24-25","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f217730>","98","6021","0","0","4","1","2021-09-23 13:15:50.640855","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26262/articles/1450174/3/1","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2177f0>","65","6022","0","1","5","1","2021-09-23 13:15:51.510269","https://krant.trouw.nl/titles/trouw/8321/publications/1361/articles/1450165/7/2","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f2178b0>","86","6023","0","0","0","1","2021-09-23 13:20:24.902390","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/34/4","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f217970>","88","6024","0","0","1","1","2021-09-23 13:20:26.015606","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/7/1","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f217a30>","92","6025","0","0","2","1","2021-09-23 13:20:26.701486","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/4721452874e4cf13037018b731e1769e/web/OPS/cciobjects.json&hash=0e650824249547925a99#/pages/40-41","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f217af0>","54","6026","0","2","3","1","2021-09-23 13:20:27.825354","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1366/articles/1450171/27/1","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f217bb0>","89","6027","1","1","4","1","2021-09-23 13:20:28.708909","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/42/1","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f217c70>","85","6028","0","0","5","1","2021-09-23 13:20:29.129757","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26279/articles/1450904/24/3","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f217d30>","60","6029","0","0","0","1","2021-09-23 13:21:42.761974","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/43/3","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f217df0>","51","6030","1","0","1","1","2021-09-23 13:21:42.937365","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/23/1","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f217eb0>","8","6031","0","0","2","1","2021-09-23 13:21:43.254979","https://www.nrc.nl/nieuws/2021/09/21/i-care-a-lot-cynische-en-geestige-allegorie-op-amerikaanse-droom-a4059076#20210922-79818-208","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f217f70>","61","6032","0","1","3","1","2021-09-23 13:21:43.775238","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/2/3","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f21f070>","87","6033","0","0","4","1","2021-09-23 13:21:43.795829","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/4721452874e4cf13037018b731e1769e/web/OPS/cciobjects.json&hash=b4ba9694c9cb5abb7892#/pages/24-25","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f21f130>","73","6034","0","0","5","1","2021-09-23 13:21:44.660075","https://krant.trouw.nl/titles/trouw/8321/publications/1362/articles/1450903/12/2","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f21f1f0>","78","6035","0","0","0","1","2021-09-23 13:22:02.581261","https://krant.trouw.nl/titles/trouw/8321/publications/1361/articles/1450165/18/2","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f21f2b0>","77","6036","0","0","1","1","2021-09-23 13:22:02.726461","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1366/articles/1450171/22/4","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f21f370>","30","6037","0","0","2","1","2021-09-23 13:22:03.819010","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/7d5b43daa070316ae01d8e18ef3d87fc/web/OPS/cciobjects.json&hash=197ab9134f152beb4463#/pages/24-25","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f21f430>","29","6038","1","0","3","1","2021-09-23 13:22:04.353418","https://krant.trouw.nl/titles/trouw/8321/publications/1361/articles/1450165/3/1","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f21f4f0>","94","6039","0","0","4","1","2021-09-23 13:22:04.780418","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26262/articles/1450174/41/1","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f21f5b0>","69","6040","0","1","5","1","2021-09-23 13:22:04.801818","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/7d5b43daa070316ae01d8e18ef3d87fc/web/OPS/cciobjects.json&hash=6d33f08e9ce433fcb460#/pages/44","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f21f670>","76","6041","0","0","0","1","2021-09-23 13:24:25.387420","https://krant.ad.nl/titles/algemeendagblad/7908/publications/26279/articles/1450904/11/1","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f21f730>","70","6042","0","0","1","1","2021-09-23 13:24:25.421567","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/20/2","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f21f7f0>","11","6043","0","2","2","1","2021-09-23 13:24:26.058864","https://digitalekrant.telegraaf.nl/static/cci/index.html?epub=https://digitalekrant.telegraaf.nl/cdn/premium/4721452874e4cf13037018b731e1769e/web/OPS/cciobjects.json&hash=37994f5ef465117adc51#/pages/8-9","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f21f8b0>","39","6044","0","0","3","1","2021-09-23 13:24:26.318686","https://krant.trouw.nl/titles/trouw/8321/publications/1362/articles/1450903/2/4","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f21f970>","51","6045","1","0","4","1","2021-09-23 13:24:26.972377","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/23/1","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f21fa30>","59","6046","0","1","5","1","2021-09-23 13:24:27.236298","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/20/3","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f21faf0>","77","6047","0","0","0","1","2021-09-23 13:43:24.799256","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1366/articles/1450171/22/4","56",
"<sqlalchemy.orm.state.InstanceState object at 0x7f145f21fbb0>","51","6048","1","0","1","1","2021-09-23 13:43:25.323168","https://krant.volkskrant.nl/titles/volkskrant/7929/publications/1367/articles/1450901/23/1","56",
